chain,group,cbs_code,cbs_name,product_name,barcode,brand,kind,match
ramilevy,food,120285,גלידות,גלידה קרמיסימו סרבט תות לימון 650 גרם,7290006681003,"גלידת שטראוס בע""מ, ר",packaged,shared/4
ramilevy,food,120285,גלידות,מאגדת חמישיה שלגון וניל עם ש. פיסטוק 99,7290101114338,",",packaged,shared/4
shufersal,food,120285,גלידות,"גלידה פנטסיה 900 מ""ל שוקו וניל",7290004554354,"גלידת שטראוס בע""מ, ר",packaged,shared/4
shufersal,food,120285,גלידות,גלידה קרמיסימו סרבט תות לימון 650 גרם,7290006681003,"גלידת שטראוס בע""מ, ר",packaged,shared/4
shufersal,food,120285,גלידות,מאגדת חמישיה שלגון וניל עם ש. פיסטוק 99,7290101114338,",",packaged,shared/4
tivtaam,food,120285,גלידות,"גלידה פנטסיה 900 מ""ל שוקו וניל",7290004554354,"גלידת שטראוס בע""מ, ר",packaged,shared/4
tivtaam,food,120285,גלידות,גלידה קרמיסימו סרבט תות לימון 650 גרם,7290006681003,"גלידת שטראוס בע""מ, ר",packaged,shared/4
tivtaam,food,120285,גלידות,מאגדת חמישיה שלגון וניל עם ש. פיסטוק 99,7290101114338,",",packaged,shared/4
carrefour,food,120300,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות",אינסטנט פודינג וניל 80גר,7290000068138,"אסם השקעות בע""מ",packaged,shared/4
carrefour,food,120300,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות",חומץ הדרים 5% יכין 1,7290000209012,"זנלכל בע""מ",packaged,shared/4
carrefour,food,120300,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות",חרדל אמיתי תלמה 250 גרם,7290000111360,יוניליוור ישראל מזו,packaged,shared/4
ramilevy,food,120300,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות",אינסטנט פודינג וניל 80גר,7290000068138,"אסם השקעות בע""מ",packaged,shared/4
ramilevy,food,120300,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות",חומץ הדרים 5% יכין 1,7290000209012,"זנלכל בע""מ",packaged,shared/4
ramilevy,food,120300,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות",חרדל אמיתי תלמה 250 גרם,7290000111360,יוניליוור ישראל מזו,packaged,shared/4
shufersal,food,120300,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות",אינסטנט פודינג וניל 80גר,7290000068138,"אסם השקעות בע""מ",packaged,shared/4
shufersal,food,120300,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות",חומץ הדרים 5% יכין 1,7290000209012,"זנלכל בע""מ",packaged,shared/4
shufersal,food,120300,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות",חרדל אמיתי תלמה 250 גרם,7290000111360,יוניליוור ישראל מזו,packaged,shared/4
tivtaam,food,120300,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות",אינסטנט פודינג וניל 80גר,7290000068138,"אסם השקעות בע""מ",packaged,shared/4
tivtaam,food,120300,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות",חומץ הדרים 5% יכין 1,7290000209012,"זנלכל בע""מ",packaged,shared/4
tivtaam,food,120300,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות",חרדל אמיתי תלמה 250 גרם,7290000111360,יוניליוור ישראל מזו,packaged,shared/4
carrefour,food,120310,תה,תה ירוק נענע באריזה 50 יח,7290006251589,בית ויסוצקי,packaged,shared/4
carrefour,food,120310,תה,תה מסאלה צאי 25שק*2גרם,7290006251107,תה ויסוצקי,packaged,shared/4
carrefour,food,120310,תה,תה נענע 25 שקיקים 1.5 גרם,7290000345536,תה ויסוצקי,packaged,shared/4
ramilevy,food,120310,תה,תה ירוק נענע באריזה 50 יח,7290006251589,בית ויסוצקי,packaged,shared/4
ramilevy,food,120310,תה,תה מסאלה צאי 25שק*2גרם,7290006251107,תה ויסוצקי,packaged,shared/4
ramilevy,food,120310,תה,תה נענע 25 שקיקים 1.5 גרם,7290000345536,תה ויסוצקי,packaged,shared/4
shufersal,food,120310,תה,תה ירוק נענע באריזה 50 יח,7290006251589,בית ויסוצקי,packaged,shared/4
shufersal,food,120310,תה,תה מסאלה צאי 25שק*2גרם,7290006251107,תה ויסוצקי,packaged,shared/4
shufersal,food,120310,תה,תה נענע 25 שקיקים 1.5 גרם,7290000345536,תה ויסוצקי,packaged,shared/4
tivtaam,food,120310,תה,תה ירוק נענע באריזה 50 יח,7290006251589,בית ויסוצקי,packaged,shared/4
tivtaam,food,120310,תה,תה מסאלה צאי 25שק*2גרם,7290006251107,תה ויסוצקי,packaged,shared/4
tivtaam,food,120310,תה,תה נענע 25 שקיקים 1.5 גרם,7290000345536,תה ויסוצקי,packaged,shared/4
carrefour,food,120320,קפה,** קפה נמס עלית פחית,7290000176420,שטראוס קפה בי.וי.,packaged,shared/4
carrefour,food,120320,קפה,קפה נמס עלית 50 גרם,7290000176413,שטראוס קפה בי.וי,packaged,shared/4
carrefour,food,120320,קפה,קפה נמס עלית צ'יקו 1,7290119384044,לרו,packaged,shared/4
ramilevy,food,120320,קפה,** קפה נמס עלית פחית,7290000176420,שטראוס קפה בי.וי.,packaged,shared/4
ramilevy,food,120320,קפה,קפה נמס עלית 50 גרם,7290000176413,שטראוס קפה בי.וי,packaged,shared/4
ramilevy,food,120320,קפה,קפה נמס עלית צ'יקו 1,7290119384044,לרו,packaged,shared/4
shufersal,food,120320,קפה,** קפה נמס עלית פחית,7290000176420,שטראוס קפה בי.וי.,packaged,shared/4
shufersal,food,120320,קפה,קפה נמס עלית 50 גרם,7290000176413,שטראוס קפה בי.וי,packaged,shared/4
shufersal,food,120320,קפה,קפה נמס עלית צ'יקו 1,7290119384044,לרו,packaged,shared/4
tivtaam,food,120320,קפה,** קפה נמס עלית פחית,7290000176420,שטראוס קפה בי.וי.,packaged,shared/4
tivtaam,food,120320,קפה,קפה נמס עלית 50 גרם,7290000176413,שטראוס קפה בי.וי,packaged,shared/4
tivtaam,food,120320,קפה,קפה נמס עלית צ'יקו 1,7290119384044,לרו,packaged,shared/4
carrefour,food,120330,קקאו,שוקו בשקית8*225מ יטבתה,7290003029792,מחלבת יטבתה,packaged,shared/4
carrefour,food,120330,קקאו,"שוקו ללת""ס בקבוק1ל טרה",7290102398560,",",packaged,shared/4
carrefour,food,120330,קקאו,שוקולית בשקית850ג עלית,7290010116980,שטראוס קפה בי.וי.,packaged,shared/4
ramilevy,food,120330,קקאו,שוקו בשקית8*225מ יטבתה,7290003029792,מחלבת יטבתה,packaged,shared/4
ramilevy,food,120330,קקאו,"שוקו ללת""ס בקבוק1ל טרה",7290102398560,",",packaged,shared/4
ramilevy,food,120330,קקאו,שוקולית בשקית850ג עלית,7290010116980,שטראוס קפה בי.וי.,packaged,shared/4
shufersal,food,120330,קקאו,שוקו בשקית8*225מ יטבתה,7290003029792,מחלבת יטבתה,packaged,shared/4
shufersal,food,120330,קקאו,"שוקו ללת""ס בקבוק1ל טרה",7290102398560,",",packaged,shared/4
shufersal,food,120330,קקאו,שוקולית בשקית850ג עלית,7290010116980,שטראוס קפה בי.וי.,packaged,shared/4
tivtaam,food,120330,קקאו,שוקו בשקית8*225מ יטבתה,7290003029792,מחלבת יטבתה,packaged,shared/4
tivtaam,food,120330,קקאו,"שוקו ללת""ס בקבוק1ל טרה",7290102398560,",",packaged,shared/4
tivtaam,food,120330,קקאו,שוקולית בשקית850ג עלית,7290010116980,שטראוס קפה בי.וי.,packaged,shared/4
carrefour,food,120350,משקאות קלים,פפסי מקס 1.5 ליטר.,7290000136158,"טמפו משקאות בע""מ",packaged,shared/4
carrefour,food,120350,משקאות קלים,קוקה קולה 1ליטר בודד,7290013585394,",",packaged,shared/4
carrefour,food,120350,משקאות קלים,קוקה קולה 6*1.5 ליטר,7290110115364,",",packaged,shared/4
ramilevy,food,120350,משקאות קלים,פפסי מקס 1.5 ליטר.,7290000136158,"טמפו משקאות בע""מ",packaged,shared/4
ramilevy,food,120350,משקאות קלים,קוקה קולה 1ליטר בודד,7290013585394,",",packaged,shared/4
ramilevy,food,120350,משקאות קלים,קוקה קולה 6*1.5 ליטר,7290110115364,",",packaged,shared/4
shufersal,food,120350,משקאות קלים,פפסי מקס 1.5 ליטר.,7290000136158,"טמפו משקאות בע""מ",packaged,shared/4
shufersal,food,120350,משקאות קלים,קוקה קולה 1ליטר בודד,7290013585394,",",packaged,shared/4
shufersal,food,120350,משקאות קלים,קוקה קולה 6*1.5 ליטר,7290110115364,",",packaged,shared/4
tivtaam,food,120350,משקאות קלים,פפסי מקס 1.5 ליטר.,7290000136158,"טמפו משקאות בע""מ",packaged,shared/4
tivtaam,food,120350,משקאות קלים,קוקה קולה 1ליטר בודד,7290013585394,",",packaged,shared/4
tivtaam,food,120350,משקאות קלים,קוקה קולה 6*1.5 ליטר,7290110115364,",",packaged,shared/4
carrefour,food,120360,משקאות אלכוהולים,"בירה טובורג פחית 500 מ""ל",7290001594575,",",packaged,shared/4
carrefour,food,120360,משקאות אלכוהולים,"בירה מכבי פחית 500 מ""ל",7290008464475,"טמפו משקאות בע""מ",packaged,shared/4
carrefour,food,120360,משקאות אלכוהולים,"בירה קרלסברג בפחית500מ""ל",7290001594568,",",packaged,shared/4
ramilevy,food,120360,משקאות אלכוהולים,"בירה טובורג פחית 500 מ""ל",7290001594575,",",packaged,shared/4
ramilevy,food,120360,משקאות אלכוהולים,"בירה מכבי פחית 500 מ""ל",7290008464475,"טמפו משקאות בע""מ",packaged,shared/4
ramilevy,food,120360,משקאות אלכוהולים,"בירה קרלסברג בפחית500מ""ל",7290001594568,",",packaged,shared/4
shufersal,food,120360,משקאות אלכוהולים,"בירה טובורג פחית 500 מ""ל",7290001594575,",",packaged,shared/4
shufersal,food,120360,משקאות אלכוהולים,"בירה מכבי פחית 500 מ""ל",7290008464475,"טמפו משקאות בע""מ",packaged,shared/4
shufersal,food,120360,משקאות אלכוהולים,"בירה קרלסברג בפחית500מ""ל",7290001594568,",",packaged,shared/4
tivtaam,food,120360,משקאות אלכוהולים,"בירה טובורג פחית 500 מ""ל",7290001594575,",",packaged,shared/4
tivtaam,food,120360,משקאות אלכוהולים,"בירה מכבי פחית 500 מ""ל",7290008464475,"טמפו משקאות בע""מ",packaged,shared/4
tivtaam,food,120360,משקאות אלכוהולים,"בירה קרלסברג בפחית500מ""ל",7290001594568,",",packaged,shared/4
carrefour,food,120380,סוכר ותחליפיו,ממתיק סוויטאנגו 280 גר,7290018249802,"דרך לחיות בע""מ",packaged,shared/4
carrefour,food,120380,סוכר ותחליפיו,סוכר גולדן קלאסי צנצנת 1 קג,7290001990148,"סוגת תעשיות בע""מ",packaged,shared/4
carrefour,food,120380,סוכר ותחליפיו,סוכרזית פטנט 700 טבליות,7290000504278,ביסקול בע''מ,packaged,shared/4
ramilevy,food,120380,סוכר ותחליפיו,ממתיק סוויטאנגו 280 גר,7290018249802,"דרך לחיות בע""מ",packaged,shared/4
ramilevy,food,120380,סוכר ותחליפיו,סוכר גולדן קלאסי צנצנת 1 קג,7290001990148,"סוגת תעשיות בע""מ",packaged,shared/4
ramilevy,food,120380,סוכר ותחליפיו,סוכרזית פטנט 700 טבליות,7290000504278,ביסקול בע''מ,packaged,shared/4
shufersal,food,120380,סוכר ותחליפיו,ממתיק סוויטאנגו 280 גר,7290018249802,"דרך לחיות בע""מ",packaged,shared/4
shufersal,food,120380,סוכר ותחליפיו,סוכר גולדן קלאסי צנצנת 1 קג,7290001990148,"סוגת תעשיות בע""מ",packaged,shared/4
shufersal,food,120380,סוכר ותחליפיו,סוכרזית פטנט 700 טבליות,7290000504278,ביסקול בע''מ,packaged,shared/4
tivtaam,food,120380,סוכר ותחליפיו,ממתיק סוויטאנגו 280 גר,7290018249802,"דרך לחיות בע""מ",packaged,shared/4
tivtaam,food,120380,סוכר ותחליפיו,סוכר גולדן קלאסי צנצנת 1 קג,7290001990148,"סוגת תעשיות בע""מ",packaged,shared/4
tivtaam,food,120380,סוכר ותחליפיו,סוכרזית פטנט 700 טבליות,7290000504278,ביסקול בע''מ,packaged,shared/4
carrefour,food,120390,"ריבה, דבש וכדומה",סילאן טבעי ללא סוכר720גר,7290113190375,סיטוגלו גידה אינסאט,packaged,shared/4
carrefour,food,120390,"ריבה, דבש וכדומה",סילאן שקדיה 100% טבעי385,7290113190863,דובאי,packaged,shared/4
carrefour,food,120390,"ריבה, דבש וכדומה",ריבת פירות יער טרו 250 גר,7290112197597,סימה,packaged,shared/4
ramilevy,food,120390,"ריבה, דבש וכדומה",סילאן טבעי ללא סוכר720גר,7290113190375,סיטוגלו גידה אינסאט,packaged,shared/4
ramilevy,food,120390,"ריבה, דבש וכדומה",סילאן שקדיה 100% טבעי385,7290113190863,דובאי,packaged,shared/4
ramilevy,food,120390,"ריבה, דבש וכדומה",ריבת פירות יער טרו 250 גר,7290112197597,סימה,packaged,shared/4
shufersal,food,120390,"ריבה, דבש וכדומה",סילאן טבעי ללא סוכר720גר,7290113190375,סיטוגלו גידה אינסאט,packaged,shared/4
shufersal,food,120390,"ריבה, דבש וכדומה",סילאן שקדיה 100% טבעי385,7290113190863,דובאי,packaged,shared/4
shufersal,food,120390,"ריבה, דבש וכדומה",ריבת פירות יער טרו 250 גר,7290112197597,סימה,packaged,shared/4
tivtaam,food,120390,"ריבה, דבש וכדומה",סילאן טבעי ללא סוכר720גר,7290113190375,סיטוגלו גידה אינסאט,packaged,shared/4
tivtaam,food,120390,"ריבה, דבש וכדומה",סילאן שקדיה 100% טבעי385,7290113190863,דובאי,packaged,shared/4
tivtaam,food,120390,"ריבה, דבש וכדומה",ריבת פירות יער טרו 250 גר,7290112197597,סימה,packaged,shared/4
carrefour,food,120400,ממתקים ושוקולד,שוקולד חלב פרה 100*4 גרם,7290000178103,"שטראוס גרופ בע""מ.",packaged,shared/4
carrefour,food,120400,ממתקים ושוקולד,שוקולד לבן מילקה 90 גרם,7622202265648,",",packaged,shared/4
carrefour,food,120400,ממתקים ושוקולד,שוקולד פרה לבן 100 גרם,7290112348548,"שטראוס גרופ בע""מ.",packaged,shared/4
ramilevy,food,120400,ממתקים ושוקולד,שוקולד חלב פרה 100*4 גרם,7290000178103,"שטראוס גרופ בע""מ.",packaged,shared/4
ramilevy,food,120400,ממתקים ושוקולד,שוקולד לבן מילקה 90 גרם,7622202265648,",",packaged,shared/4
ramilevy,food,120400,ממתקים ושוקולד,שוקולד פרה לבן 100 גרם,7290112348548,"שטראוס גרופ בע""מ.",packaged,shared/4
shufersal,food,120400,ממתקים ושוקולד,שוקולד חלב פרה 100*4 גרם,7290000178103,"שטראוס גרופ בע""מ.",packaged,shared/4
shufersal,food,120400,ממתקים ושוקולד,שוקולד לבן מילקה 90 גרם,7622202265648,",",packaged,shared/4
shufersal,food,120400,ממתקים ושוקולד,שוקולד פרה לבן 100 גרם,7290112348548,"שטראוס גרופ בע""מ.",packaged,shared/4
tivtaam,food,120400,ממתקים ושוקולד,שוקולד חלב פרה 100*4 גרם,7290000178103,"שטראוס גרופ בע""מ.",packaged,shared/4
tivtaam,food,120400,ממתקים ושוקולד,שוקולד לבן מילקה 90 גרם,7622202265648,",",packaged,shared/4
tivtaam,food,120400,ממתקים ושוקולד,שוקולד פרה לבן 100 גרם,7290112348548,"שטראוס גרופ בע""מ.",packaged,shared/4
carrefour,food,150315,סלטים מוכנים,מטבוחה חריפה אש 250 גרם,7290119373925,"שטראוס גרופ בע""מ",packaged,shared/3
carrefour,food,150315,סלטים מוכנים,מטבוחה מרוקאית חריפה אחלה 400 גר,7290107958639,"שטראוס גרופ בע""מ",packaged,shared/3
carrefour,food,150315,סלטים מוכנים,סלט מטבוחה אחלה 500,7290010931330,"שטראוס גרופ בע""מ",packaged,shared/3
ramilevy,food,150315,סלטים מוכנים,מטבוחה חריפה אש 250 גרם,7290119373925,"שטראוס גרופ בע""מ",packaged,shared/3
ramilevy,food,150315,סלטים מוכנים,מטבוחה מרוקאית חריפה אחלה 400 גר,7290107958639,"שטראוס גרופ בע""מ",packaged,shared/3
ramilevy,food,150315,סלטים מוכנים,סלט מטבוחה אחלה 500,7290010931330,"שטראוס גרופ בע""מ",packaged,shared/3
tivtaam,food,150315,סלטים מוכנים,מטבוחה חריפה אש 250 גרם,7290119373925,"שטראוס גרופ בע""מ",packaged,shared/3
tivtaam,food,150315,סלטים מוכנים,מטבוחה מרוקאית חריפה אחלה 400 גר,7290107958639,"שטראוס גרופ בע""מ",packaged,shared/3
tivtaam,food,150315,סלטים מוכנים,סלט מטבוחה אחלה 500,7290010931330,"שטראוס גרופ בע""מ",packaged,shared/3
carrefour,fv,120042,ירקות טריים,בצל יבש: בצל אדום,1615,,weighted,weighted-name
carrefour,fv,120042,ירקות טריים,גזר: גזר,1708,,weighted,weighted-name
carrefour,fv,120042,ירקות טריים,מלפפונים: מלפפון,1502,,weighted,weighted-name
carrefour,fv,120042,ירקות טריים,פלפל: פלפל אדום,1516,,weighted,weighted-name
carrefour,fv,120042,ירקות טריים,"תפוחי אדמה: תפו""א לבן תפזורת",1494,,weighted,weighted-name
ramilevy,fv,120042,ירקות טריים,בצל יבש: בצל אדום,7290000000289,,weighted,weighted-name
ramilevy,fv,120042,ירקות טריים,גזר: גזר,7290000001102,,weighted,weighted-name
ramilevy,fv,120042,ירקות טריים,מלפפונים: מלפפון,7290000000101,,weighted,weighted-name
ramilevy,fv,120042,ירקות טריים,עגבניות: עגבניות מגי,7290000000641,,weighted,weighted-name
ramilevy,fv,120042,ירקות טריים,פלפל: פלפל אדום,7290000000104,,weighted,weighted-name
ramilevy,fv,120042,ירקות טריים,"תפוחי אדמה: תפו""א",7290000000541,,weighted,weighted-name
shufersal,fv,120042,ירקות טריים,בצל יבש: מארז בצל אדום אורגני,7290009136883,,weighted,weighted-name
shufersal,fv,120042,ירקות טריים,גזר: גזר תפזורת,7290000001661,,weighted,weighted-name
shufersal,fv,120042,ירקות טריים,מלפפונים: מלפפון,7290000000046,,weighted,weighted-name
shufersal,fv,120042,ירקות טריים,עגבניות: עגבניות מגי ארוז,7290019600077,,weighted,weighted-name
shufersal,fv,120042,ירקות טריים,פלפל: פלפל אדום,7290000000091,,weighted,weighted-name
shufersal,fv,120042,ירקות טריים,תפוחי אדמה: תפוח אדמה אגו שף,7290018619308,,weighted,weighted-name
tivtaam,fv,120042,ירקות טריים,בצל יבש: בצל אדום,4412500,,weighted,weighted-name
tivtaam,fv,120042,ירקות טריים,גזר: גזר,7290018825006,,weighted,weighted-name
tivtaam,fv,120042,ירקות טריים,עגבניות: עגבניות,4412784,,weighted,weighted-name
tivtaam,fv,120042,ירקות טריים,פלפל: פרס פלפל,6217707,,weighted,weighted-name
tivtaam,fv,120042,ירקות טריים,"תפוחי אדמה: תפו""א לבן",7290018825211,,weighted,weighted-name
carrefour,fv,120043,פירות טריים,אבטיח: אבטיח,1543,,weighted,weighted-name
carrefour,fv,120043,פירות טריים,בננות: בננה צ`יפס,7290000078021,,weighted,weighted-name
carrefour,fv,120043,פירות טריים,מלון: מלון,1518,,weighted,weighted-name
carrefour,fv,120043,פירות טריים,תפוזים: תפוז,1552,,weighted,weighted-name
carrefour,fv,120043,פירות טריים,תפוחים: תפוח עץ גלה,1645,,weighted,weighted-name
ramilevy,fv,120043,פירות טריים,אבטיח: אבטיח,7290000000169,,weighted,weighted-name
ramilevy,fv,120043,פירות טריים,בננות: בננה,7290000000134,,weighted,weighted-name
ramilevy,fv,120043,פירות טריים,מלון: מלון,7290000000140,,weighted,weighted-name
ramilevy,fv,120043,פירות טריים,ענבים: ענבים ירוקים,7290000000185,,weighted,weighted-name
ramilevy,fv,120043,פירות טריים,תפוזים: תפוז,7290000000122,,weighted,weighted-name
ramilevy,fv,120043,פירות טריים,תפוחים: תפוח עץ אנה,7290000000295,,weighted,weighted-name
shufersal,fv,120043,פירות טריים,אבטיח: אבטיח אורגני במשקל,7290000994888,,weighted,weighted-name
shufersal,fv,120043,פירות טריים,בננות: בננה,7290000964775,,weighted,weighted-name
shufersal,fv,120043,פירות טריים,מלון: מלון מובחר,7290000965055,,weighted,weighted-name
shufersal,fv,120043,פירות טריים,ענבים: ענבים ירוקים,726529983456,,weighted,weighted-name
shufersal,fv,120043,פירות טריים,תפוזים: תפוז,7290000964508,,weighted,weighted-name
shufersal,fv,120043,פירות טריים,תפוחים: תפוח עץ סמיט 70,7290000963518,,weighted,weighted-name
tivtaam,fv,120043,פירות טריים,אבטיח: אבטיח,4412906,,weighted,weighted-name
tivtaam,fv,120043,פירות טריים,בננות: בננות,4412616,,weighted,weighted-name
tivtaam,fv,120043,פירות טריים,מלון: מלון,4412807,,weighted,weighted-name
tivtaam,fv,120043,פירות טריים,ענבים: ענבים שחורים,7290013128324,,weighted,weighted-name
tivtaam,fv,120043,פירות טריים,תפוזים: תפוזים,4412432,,weighted,weighted-name
tivtaam,fv,120043,פירות טריים,תפוחים: תפוח עץ מיובש טבעות במשקל,3213498,,weighted,weighted-name
