date,chain,store_id,barcode,cbs_code,cbs_name,group,product_name,name,manufacturer,quantity,unit_of_measure,unit_qty,is_weighted,price,unit_price,promo_price,promo_min_qty,promo_desc,promo_id,effective_price,price_update,found,source_file,promo_file
2026-09-18,tivtaam,14,7290109580050,120170,בשר משומר ומעובד,food,נקניקיות צוריסוס wonders 226 גר,נקניקיות צוריסוס wonders 226 גר,לא ידוע,226.0,100 גרם,גרם,0.0,38.9,17.21,,,,,38.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,5901576058585,120180,דגים,food,פילה סלמון מעושן פרוס מצונן 100 גרם,פילה סלמון  מעושן פרוס מצונן 100 גרם,לא ידוע,100.0,100 גרם,גרם,0.0,28.9,28.9,23.0,2.0,סלמון/מקרל 2 ב 46,335990.0,23.0,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290000664026,120180,דגים,food,קציצות דג אמנון מוקפא 450 גרם,קציצות דג אמנון מוקפא 450 גרם,לא ידוע,450.0,100 גרם,גרם,0.0,42.5,9.44,,,,,42.5,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290015039246,120190,שימורי דגים ודגים מעובדים,food,רביעית טונה בהירה בשמן וילי פוד 4*160 גר,רביעית טונה בהירה בשמן וילי פוד 4*160 גר,לא ידוע,640.0,100 גרם,גרם,0.0,23.9,3.73,,,,,23.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290015039338,120190,שימורי דגים ודגים מעובדים,food,רביעית טונה במי מלח וילי פוד 4*160 גר,רביעית טונה במי מלח וילי פוד 4*160 גר,לא ידוע,640.0,100 גרם,גרם,0.0,23.9,3.73,,,,,23.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,8004030344938,120190,שימורי דגים ודגים מעובדים,food,שלישיית טונה ריו מרה 3*80 גרם,שלישיית טונה ריו מרה 3*80 גרם,לא ידוע,240.0,100 גרם,גרם,0.0,29.9,12.46,,,,,29.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,64144090020,120210,שמנים,food,"ספריי שמן PAM בטעם שמן זית 141 מ""ל","ספריי שמן PAM בטעם שמן זית 141 מ""ל",לא ידוע,141.0,100 מיליליטר,מיליליטר,0.0,22.9,16.24,13.9,1.0,ספריי שמן ב 13.90,332614.0,13.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,8007270999012,120210,שמנים,food,שמן גרעיני ענבים דורו 1ל,שמן גרעיני ענבים 1 ליטר,לא ידוע,1000.0,100 מיליליטר,מיליליטר,0.0,54.9,5.49,39.9,1.0,שמן ענבים ב 39.90,332846.0,39.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290002692393,120210,שמנים,food,שמן קנולה עץ הזית 1 ל מועשר,שמן קנולה עץ הזית 1 ל מועשר,לא ידוע,1000.0,100 מיליליטר,מיליליטר,0.0,16.9,1.69,,,,,16.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290000453897,120220,מרגרינה,food,מרגרינה בטעם חמאה שמרית 200 גר,מרגרינה בטעם חמאה שמרית 200 גר,לא ידוע,200.0,100 גרם,גרם,0.0,6.2,3.1,,,,,6.2,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290000453880,120220,מרגרינה,food,מרגרינה ללא מלח לאפיה ובישול שמרית 200גר,מרגרינה ללא מלח לאפיה ובישול שמרית 200גר,לא ידוע,200.0,100 גרם,גרם,0.0,6.2,3.1,,,,,6.2,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290000040974,120240,חלב,food,חלב טרי 2% דל לקטוז 1 ל,חלב טרי דל לקטוז 1 ל,לא ידוע,1000.0,100 מיליליטר,מיליליטר,0.0,8.3,0.83,,,,,8.3,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290003029815,120240,חלב,food,חלב יטבתה 3% מועשר 2 ליטר,חלב יטבתה 3% מועשר 2 ליטר,לא ידוע,2.0,1ליטר,ליטר,0.0,18.4,9.2,,,,,18.4,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290000051352,120240,חלב,food,חלב מלא 3.8% 1ליטר תנובה,חלב של פעם 3.5% 1 ל,לא ידוע,1000.0,100 מיליליטר,מיליליטר,0.0,9.1,0.91,,,,,9.1,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290006664532,120250,"לבן, יוגורט ומעדני חלב",food,"דנונה תות 3% 150 מ""ל",דנונה תות 3% 150 גר,לא ידוע,180.0,100 גרם,גרם,0.0,5.1,2.83,,,,,5.1,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290000043944,120250,"לבן, יוגורט ומעדני חלב",food,יוגורט כדים תנובה 1.,יוגורט 4% 1.5 ליטר,לא ידוע,1.5,1ליטר,ליטר,0.0,21.9,14.6,,,,,21.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290000554402,120250,"לבן, יוגורט ומעדני חלב",food,מעדן חלב מלבי גד 160,מעדן מלבי 160 גר,לא ידוע,160.0,100 גרם,גרם,0.0,7.9,4.94,6.633333333333333,3.0,מעדן 3 ב 19.90,336174.0,6.633333333333333,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290106520912,120260,שמנת,food,"שמנת לבישול 9% 250 מ""ל",שמנת לבישול 9% 250 מל,לא ידוע,250.0,100 מיליליטר,מיליליטר,0.0,8.5,3.4,,,,,8.5,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290000058047,120260,שמנת,food,שמנת להקצפה38% תנובה500מ,"שמנת 38% עם פקק 500 מ""ל",לא ידוע,500.0,100 מיליליטר,מיליליטר,0.0,15.2,3.04,,,,,15.2,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290104728310,120260,שמנת,food,"שמנת עמידה לקצפת 38% 250 מ""ל","שמנת עמידה לקצפת 38% 250 מ""ל",לא ידוע,250.0,100 מיליליטר,מיליליטר,0.0,7.64,3.06,,,,,7.64,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290008175173,120270,חמאה,food,"חמאה לל""ת מלח200ג ואליו",לורפק חמאה 200 גר,לא ידוע,200.0,100 גרם,גרם,0.0,16.9,8.45,,,,,16.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290116932033,120270,חמאה,food,חמאה מהדרין 200ג תנובה,חמאה מהדרין 200 גר,לא ידוע,200.0,100 גרם,גרם,0.0,11.9,5.95,,,,,11.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,8719200998032,120270,חמאה,food,מזולה בטעם חמאה 250 גרם,מזולה בטעם חמאה 250 גר,לא ידוע,250.0,100 גרם,גרם,0.0,13.9,5.56,,,,,13.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290006492432,120280,גבינה,food,** גד בייבי מוצרלה 1,מוצרלה בייבי 150 גרם,לא ידוע,170.0,100 גרם,גרם,0.0,17.9,10.53,,,,,17.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290114310918,120280,גבינה,food,קוטג טרה 5% ווסטהיים,קוטג 5% 250 גרם,לא ידוע,250.0,100 גרם,גרם,0.0,6.5,2.6,,,,,6.5,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290108504279,120280,גבינה,food,קשקבל צ'אנק 150 גר'.,קשקבל צאנק 150 גרם,לא ידוע,150.0,100 גרם,גרם,0.0,22.9,15.27,,,,,22.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290004554354,120285,גלידות,food,"גלידה פנטסיה 900 מ""ל שוקו וניל","גלידה פנטסיה 900 מ""ל שוקו וניל",לא ידוע,900.0,100 גרם,גרם,0.0,34.9,3.88,,,,,34.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290006681003,120285,גלידות,food,גלידה קרמיסימו סרבט תות לימון 650 גרם,גלידה קרמיסימו סרבט תות לימון 650 גרם,לא ידוע,1.33,1ליטר,ליטר,0.0,29.9,22.48,24.95,2.0,קרמיסימו 2 ב 49.90,332307.0,24.95,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290101114338,120285,גלידות,food,מאגדת חמישיה שלגון וניל עם ש. פיסטוק 99,מאגדת חמישיה שלגון וניל עם ש. פיסטוק 99,לא ידוע,200.0,100 גרם,גרם,0.0,30.9,15.45,,,,,30.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290000068138,120300,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות",food,אינסטנט פודינג וניל 80גר,פודינג אינסטנט בטעם וניל,לא ידוע,80.0,100 גרם,גרם,0.0,5.9,7.38,5.5,2.0,פודינג 2 ב 11,333665.0,5.5,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290000209012,120300,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות",food,חומץ הדרים 5% יכין 1,חומץ הדרים 1 ליטר,לא ידוע,1000.0,100 מיליליטר,מיליליטר,0.0,6.9,0.69,6.0,2.0,חומץ/לימון 2 ב- 12,333498.0,6.0,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290000111360,120300,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות",food,חרדל אמיתי תלמה 250 גרם,חרדל תלמה 250 גרם-צנצנת,לא ידוע,250.0,100 גרם,גרם,0.0,10.3,4.12,,,,,10.3,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290006251589,120310,תה,food,תה ירוק נענע באריזה 50 יח,תה ירוק נענע באריזה 50 יח,לא ידוע,1.0,יחידות,יחידות,0.0,45.9,45.9,37.9,1.0,תה ב- 37.90,333613.0,37.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290006251107,120310,תה,food,תה מסאלה צאי 25שק*2גרם,תה צאי מסאלה 25 שקיקים,לא ידוע,1.0,יחידות,יחידות,0.0,23.9,23.9,18.0,2.0,צאי 2 ב- 36,333577.0,18.0,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290000345536,120310,תה,food,תה נענע 25 שקיקים 1.5 גרם,תה נענע 25 שקיקים 1.5 גרם,לא ידוע,1.0,יחידות,יחידות,0.0,27.9,27.9,,,,,27.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290000176420,120320,קפה,food,** קפה נמס עלית פחית,קפה נמס עלית 200 גרם,לא ידוע,200.0,100 גרם,גרם,0.0,25.9,12.95,,,,,25.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290000176413,120320,קפה,food,קפה נמס עלית 50 גרם,קפה נמס עלית 50 גרם,לא ידוע,50.0,100 גרם,גרם,0.0,16.9,33.8,,,,,16.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290119384044,120320,קפה,food,קפה נמס עלית צ'יקו 1,ציקו 100 ג בצנצנת,לא ידוע,100.0,100 גרם,גרם,0.0,21.9,21.9,,,,,21.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290003029792,120330,קקאו,food,שוקו בשקית8*225מ יטבתה,מארז שוקו יטבתה 8,לא ידוע,1.8,1ליטר,ליטר,0.0,21.9,12.17,,,,,21.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290102398560,120330,קקאו,food,"שוקו ללת""ס בקבוק1ל טרה",שוקו מועשר טרה 1 ליטר,לא ידוע,1000.0,100 מיליליטר,מיליליטר,0.0,14.2,1.42,,,,,14.2,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290010116980,120330,קקאו,food,שוקולית בשקית850ג עלית,שוקולית 850 גרם,לא ידוע,850.0,100 גרם,גרם,0.0,19.9,2.34,,,,,19.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290000136158,120350,משקאות קלים,food,פפסי מקס 1.5 ליטר.,פפסי זירו 1.5 ליטר,לא ידוע,1.5,1ליטר,ליטר,0.0,6.9,4.6,5.0,3.0,מוגזים 3 ב 15,332978.0,5.0,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290013585394,120350,משקאות קלים,food,קוקה קולה 1ליטר בודד,קוקה קולה 1 ליטר,לא ידוע,1000.0,100 מיליליטר,מיליליטר,0.0,7.5,0.75,,,,,7.5,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290110115364,120350,משקאות קלים,food,קוקה קולה 6*1.5 ליטר,קוקה קולה שישייה 1.5,לא ידוע,9.0,1ליטר,ליטר,0.0,47.9,5.32,,,,,47.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290001594575,120360,משקאות אלכוהולים,food,"בירה טובורג פחית 500 מ""ל","טובורג 500 מ""ל",לא ידוע,500.0,100 מיליליטר,מיליליטר,0.0,10.9,2.18,,,,,10.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290008464475,120360,משקאות אלכוהולים,food,"בירה מכבי פחית 500 מ""ל","בירה מכבי פחית 500 מ""ל",לא ידוע,500.0,100 מיליליטר,מיליליטר,0.0,9.2,1.84,7.5,2.0,בירה 2 ב 15,333511.0,7.5,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290001594568,120360,משקאות אלכוהולים,food,"בירה קרלסברג בפחית500מ""ל","קרלסברג פחית 500 מ""ל",לא ידוע,500.0,100 מיליליטר,מיליליטר,0.0,10.9,2.18,9.0,2.0,בירה 2 ב 18,332826.0,9.0,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290018249802,120380,סוכר ותחליפיו,food,ממתיק סוויטאנגו 280 גר,ממתיק סוויטאנגו 280 גר,לא ידוע,280.0,100 גרם,גרם,0.0,39.9,14.25,,,,,39.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290001990148,120380,סוכר ותחליפיו,food,סוכר גולדן קלאסי צנצנת 1 קג,סוכר גולדן קלאסי צנצנת 1 קג,לא ידוע,1000.0,100 גרם,גרם,0.0,14.9,1.49,,,,,14.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290000504278,120380,סוכר ותחליפיו,food,סוכרזית פטנט 700 טבליות,סוכרזית פטנט 700 טבליות,לא ידוע,574.0,100 גרם,גרם,0.0,22.9,3.99,,,,,22.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290113190375,120390,"ריבה, דבש וכדומה",food,סילאן טבעי ללא סוכר720גר,סילאן טבעי שקדיה 900 גרם,לא ידוע,720.0,100 גרם,גרם,0.0,17.9,2.49,16.9,1.0,סילאן ב 16.90,334348.0,16.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290113190863,120390,"ריבה, דבש וכדומה",food,סילאן שקדיה 100% טבעי385,385סילאן שקדיה 100%,לא ידוע,1.0,יחידות,יחידות,0.0,16.9,16.9,,,,,16.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290112197597,120390,"ריבה, דבש וכדומה",food,ריבת פירות יער טרו 250 גר,ריבת פירות יער טרו 250 גר,לא ידוע,250.0,100 גרם,גרם,0.0,16.9,6.76,,,,,16.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290000178103,120400,ממתקים ושוקולד,food,שוקולד חלב פרה 100*4 גרם,שוקולד חלב  פרה רביעייה,לא ידוע,400.0,100 גרם,גרם,0.0,32.9,8.23,,,,,32.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7622202265648,120400,ממתקים ושוקולד,food,שוקולד לבן מילקה 90 גרם,שוקולד לבן מילקה 90 גר,לא ידוע,90.0,100 גרם,גרם,0.0,9.9,11.0,8.95,2.0,שוקולד 2 ב- 17.90,333278.0,8.95,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290112348548,120400,ממתקים ושוקולד,food,שוקולד פרה לבן 100 גרם,שוקולד פרה לבן 100 גרם,לא ידוע,100.0,100 גרם,גרם,0.0,8.9,8.9,,,,,8.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290119373925,150315,סלטים מוכנים,food,מטבוחה חריפה אש 250 גרם,מטבוחה חריפה אש 250 גרם,לא ידוע,250.0,100 גרם,גרם,0.0,14.2,5.68,,,,,14.2,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290107958639,150315,סלטים מוכנים,food,מטבוחה מרוקאית חריפה אחלה 400 גר,מטבוחה מרוקאית חריפה אחלה 400 גר,לא ידוע,400.0,100 גרם,גרם,0.0,16.5,4.13,14.95,2.0,אחלה 2 ב 29.9,336126.0,14.95,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290010931330,150315,סלטים מוכנים,food,סלט מטבוחה אחלה 500,מטבוחה 500 גר,לא ידוע,500.0,100 גרם,גרם,0.0,18.9,3.78,14.95,2.0,אחלה 2 ב 29.9,336126.0,14.95,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,4412500,120042,ירקות טריים,fv,בצל יבש: בצל אדום,בצל אדום,לא ידוע,1.0,1קילוגרם,קילוגרם,1.0,7.9,7.9,,,,,7.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290018825006,120042,ירקות טריים,fv,גזר: גזר,גזר,לא ידוע,1.0,1קילוגרם,קילוגרם,1.0,4.9,4.9,,,,,4.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,4412784,120042,ירקות טריים,fv,עגבניות: עגבניות,עגבניות,לא ידוע,1.0,1קילוגרם,קילוגרם,1.0,8.9,8.9,,,,,8.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,6217707,120042,ירקות טריים,fv,פלפל: פרס פלפל,פרס פלפל,לא ידוע,1.0,1קילוגרם,קילוגרם,1.0,145.0,145.0,,,,,145.0,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290018825211,120042,ירקות טריים,fv,"תפוחי אדמה: תפו""א לבן","תפו""א לבן",לא ידוע,1.0,1קילוגרם,קילוגרם,1.0,5.9,5.9,,,,,5.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,4412906,120043,פירות טריים,fv,אבטיח: אבטיח,אבטיח,לא ידוע,1.0,1קילוגרם,קילוגרם,1.0,5.9,5.9,,,,,5.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,4412616,120043,פירות טריים,fv,בננות: בננות,בננות,לא ידוע,1.0,1קילוגרם,קילוגרם,1.0,12.9,12.9,,,,,12.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,4412807,120043,פירות טריים,fv,מלון: מלון,מלון,לא ידוע,1.0,1קילוגרם,קילוגרם,1.0,7.9,7.9,,,,,7.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,7290013128324,120043,פירות טריים,fv,ענבים: ענבים שחורים,ענבים שחורים,לא ידוע,1.0,1קילוגרם,קילוגרם,1.0,29.9,29.9,29.08,0.5,זיכוי אריזה ענב שחור,310926.0,29.08,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,4412432,120043,פירות טריים,fv,תפוזים: תפוזים,תפוזים,לא ידוע,1.0,1קילוגרם,קילוגרם,1.0,9.9,9.9,,,,,9.9,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,tivtaam,14,3213498,120043,פירות טריים,fv,תפוחים: תפוח עץ מיובש טבעות במשקל,תפוח עץ מיובש טבעות במשקל,לא ידוע,1.0,1קילוגרם,קילוגרם,1.0,69.0,69.0,,,,,69.0,,1,PriceFull7290873255550-000-014-20260918-004004.gz,PromoFull7290873255550-000-014-20260918-004004.gz
2026-09-18,carrefour,9,7290020216953,120070,לחם,food,אנג'ל לחם PRO מלא פר,אנג'ל לחם PRO מלא פר,",",500.0,100 גרם,גרם,0.0,22.9,4.58,,,,,22.9,,1,PriceFull7290055700007-001-009-20260918-051005.gz,PromoFull7290055700007-001-009-20260918-051058.gz
2026-09-18,carrefour,9,7290018500361,120070,לחם,food,לחם אחיד פרוס 900 גרם,לחם אחיד פרוס מאפיית,מאפיית שלמה א. אנג'ל,900.0,100 גרם,גרם,0.0,8.9,0.99,,,,,8.9,,1,PriceFull7290055700007-001-009-20260918-051005.gz,PromoFull7290055700007-001-009-20260918-051058.gz
2026-09-18,carrefour,9,7290002065555,120070,לחם,food,לחמניות בשקית 6*75 גרם,6 לחמניות רכות אנגל,מאפיית שלמה א. אנג'ל,450.0,100 גרם,גרם,0.0,12.1,2.69,,,,,12.1,,1,PriceFull7290055700007-001-009-20260918-051005.gz,PromoFull7290055700007-001-009-20260918-051058.gz
2026-09-18,carrefour,9,7290000074252,120080,"ביסקוויטים, עוגות וכדומה",food,אסם קרקר שומשום 250ג,אסם קרקר שומשום 250ג,"אסם השקעות בע""מ",250.0,100 גרם,גרם,0.0,10.0,4.0,,,,,10.0,,1,PriceFull7290055700007-001-009-20260918-051005.gz,PromoFull7290055700007-001-009-20260918-051058.gz
2026-09-18,carrefour,9,7290115201727,120080,"ביסקוויטים, עוגות וכדומה",food,ביסלי חטיף בטעם בצל,ביסלי בצל 200 גרם,"אסם השקעות בע""מ",200.0,100 גרם,גרם,0.0,7.9,3.95,,,,,7.9,,1,PriceFull7290055700007-001-009-20260918-051005.gz,PromoFull7290055700007-001-009-20260918-051058.gz
2026-09-18,carrefour,9,7290000074245,120080,"ביסקוויטים, עוגות וכדומה",food,קרם קרקר אסם 250 גרם,אסם קרם קרקר 250גרם,"אסם השקעות בע""מ",250.0,100 גרם,גרם,0.0,9.0,3.6,,,,,9.0,,1,PriceFull7290055700007-001-009-20260918-051005.gz,PromoFull7290055700007-001-009-20260918-051058.gz
2026-09-18,carrefour,9,7297488098183,120090,קמח,food,קמח אורז ללא גלוטן 500 ג,דגש קמח אורז ללא גלו,תבליני העליון 2007 ב,500.0,100 גרם,גרם,0.0,13.1,2.62,,,,,13.1,,1,PriceFull7290055700007-001-009-20260918-051005.gz,PromoFull7290055700007-001-009-20260918-051058.gz
2026-09-18,carrefour,9,7297488098305,120090,קמח,food,קמח שקדים דגש 250 גרם,דגש קמח שקדים 250 גר,"תורפז תעשיות בע""מ",250.0,100 גרם,גרם,0.0,27.2,10.88,,,,,27.2,,1,PriceFull7290055700007-001-009-20260918-051005.gz,PromoFull7290055700007-001-009-20260918-051058.gz
2026-09-18,carrefour,9,7290100702383,120090,קמח,food,"קמח תופח סוגת 1 ק""ג","קמח תופח סוגת 1 ק""ג","שטיבל בע""מ - טחנות ק",1.0,1 קילוגרם,קילוגרם,0.0,8.0,8.0,,,,,8.0,,1,PriceFull7290055700007-001-009-20260918-051005.gz,PromoFull7290055700007-001-009-20260918-051058.gz
